Date,Sell
2021-10-19,22860.0
2021-10-20,22855.0
2021-10-21,22855.0
2021-10-22,22855.0
2021-10-23,22855.0
2021-10-24,22855.0
2021-10-25,22855.0
2021-10-26,22855.0
2021-10-27,22855.0
2021-10-28,22855.0
2021-10-29,22850.0
2021-10-30,22850.0
2021-10-31,22850.0
2021-11-01,22850.0
2021-11-02,22850.0
2021-11-03,22830.0
2021-11-04,22780.0
2021-11-05,22770.0
2021-11-06,22770.0
2021-11-07,22770.0
2021-11-08,22760.0
2021-11-09,22760.0
2021-11-10,22760.0
2021-11-11,22745.0
2021-11-12,22745.0
2021-11-13,22745.0
2021-11-14,22745.0
2021-11-15,22750.0
2021-11-16,22750.0
2021-11-17,22750.0
2021-11-18,22750.0
2021-11-19,22755.0
2021-11-20,22755.0
2021-11-21,22755.0
2021-11-22,22770.0
2021-11-23,22775.0
2021-11-24,22785.0
2021-11-25,22775.0
2021-11-26,22775.0
2021-11-27,22775.0
2021-11-28,22775.0
2021-11-29,22790.0
2021-11-30,22800.0
2021-12-01,22810.0
2021-12-02,22830.0
2021-12-03,22940.0
2021-12-04,22940.0
2021-12-05,22940.0
2021-12-06,23220.0
2021-12-07,23200.0
2021-12-08,23080.0
2021-12-09,23100.0
2021-12-10,23100.0
2021-12-11,23100.0
2021-12-12,23100.0
2021-12-13,23090.0
2021-12-14,23110.0
2021-12-15,23140.0
2021-12-16,23120.0
2021-12-17,23100.0
2021-12-18,23100.0
2021-12-19,23100.0
2021-12-20,23070.0
2021-12-21,23040.0
2021-12-22,23090.0
2021-12-23,23095.0
2021-12-24,23010.0
2021-12-25,23010.0
2021-12-26,23010.0
2021-12-27,22930.0
2021-12-28,22980.0
2021-12-29,22980.0
2021-12-30,22920.0
2021-12-31,22920.0
2022-01-01,22920.0
2022-01-02,22920.0
2022-01-03,22920.0
2022-01-04,22920.0
2022-01-05,22900.0
2022-01-06,22900.0
2022-01-07,22850.0
2022-01-08,22850.0
2022-01-09,22850.0
2022-01-10,22820.0
2022-01-11,22840.0
2022-01-12,22840.0
2022-01-13,22840.0
2022-01-14,22850.0
2022-01-15,22850.0
2022-01-16,22850.0
2022-01-17,22850.0
2022-01-18,22870.0
2022-01-19,22840.0
2022-01-20,22780.0
2022-01-21,22760.0
2022-01-22,22760.0
2022-01-23,22760.0
2022-01-24,22810.0
2022-01-25,22780.0
2022-01-26,22770.0
2022-01-27,22780.0
2022-01-28,22780.0
2022-01-29,22780.0
2022-01-30,22780.0
2022-01-31,22780.0
2022-02-01,22780.0
2022-02-02,22780.0
2022-02-03,22780.0
