Date,Sell
2022-01-29,26003.22
2022-01-30,26003.22
2022-01-31,26003.22
2022-02-01,26003.22
2022-02-02,26003.22
2022-02-03,26003.22
2022-02-04,26003.22
2022-02-05,26003.22
2022-02-06,26003.22
2022-02-07,26663.17
2022-02-08,26684.6
2022-02-09,26639.98
2022-02-10,26646.92
2022-02-11,26590.96
2022-02-12,26590.96
2022-02-13,26590.96
2022-02-14,26495.17
2022-02-15,26497.36
2022-02-16,26567.54
2022-02-17,26616.6
2022-02-18,26712.54
2022-02-19,26712.54
2022-02-20,26712.54
2022-02-21,26677.56
2022-02-22,26539.12
2022-02-23,26609.34
2022-02-24,26498.99
2022-02-25,26238.36
2022-02-26,26238.36
2022-02-27,26238.36
2022-02-28,26259.73
2022-03-01,26273.81
2022-03-02,26094.49
2022-03-03,26115.64
2022-03-04,25948.79
2022-03-05,25948.79
2022-03-06,25948.79
2022-03-07,25551.06
2022-03-08,25534.6
2022-03-09,25654.5
2022-03-10,25976.99
2022-03-11,25858.13
2022-03-12,25858.13
2022-03-13,25858.13
2022-03-14,25685.24
2022-03-15,25791.23
2022-03-16,25798.8
2022-03-17,25973.01
2022-03-18,26049.11
2022-03-19,26049.11
2022-03-20,26049.11
2022-03-21,25996.96
2022-03-22,25826.12
2022-03-23,25947.11
2022-03-24,25894.37
2022-03-25,25900.48
2022-03-26,25900.48
2022-03-27,25900.48
2022-03-28,25786.11
2022-03-29,25831.76
2022-03-30,26133.78
2022-03-31,26242.54
2022-04-01,26009.89
2022-04-02,26009.89
2022-04-03,26009.89
2022-04-04,25962.89
2022-04-05,25796.95
2022-04-06,25629.88
2022-04-07,25656.31
2022-04-08,25555.18
2022-04-09,25555.18
2022-04-10,25555.18
2022-04-11,25555.18
2022-04-12,25557.2
2022-04-13,25457.45
2022-04-14,25710.59
2022-04-15,25467.91
2022-04-16,25467.91
2022-04-17,25467.91
2022-04-18,25453.92
2022-04-19,25507.76
2022-04-20,25533.04
2022-04-21,25600.72
2022-04-22,25514.96
2022-04-23,25514.96
2022-04-24,25514.96
2022-04-25,25492.96
2022-04-26,25358.19
2022-04-27,25029.75
2022-04-28,24885.91
2022-04-29,24825.2
2022-04-30,24825.2
2022-05-01,24825.2
2022-05-02,24825.2
2022-05-03,24825.2
2022-05-04,24872.13
2022-05-05,25072.45
2022-05-06,24883.55
2022-05-07,24883.55
2022-05-08,24883.55
2022-05-09,24818.11
2022-05-10,24938.09
2022-05-11,25040.67
2022-05-12,24807.14
2022-05-13,24655.1
2022-05-14,24655.1
2022-05-15,24655.1
2022-05-16,24723.99
2022-05-17,24892.92
2022-05-18,25010.81
2022-05-19,25002.05
2022-05-20,25217.23
2022-05-21,25217.23
2022-05-22,25217.23
2022-05-23,25238.69
2022-05-24,25587.89
2022-05-25,25566.4
2022-05-26,25536.3
2022-05-27,25622.23
2022-05-28,25622.23
2022-05-29,25622.23
2022-05-30,25599.27
2022-05-31,25642.21
2022-06-01,25584.04
2022-06-02,25437.44
2022-06-03,25677.13
2022-06-04,25677.13
2022-06-05,25677.13
2022-06-06,25557.23
2022-06-07,25488.79
2022-06-08,25520.53
2022-06-09,25503.3
2022-06-10,25353.12
2022-06-11,25353.12
2022-06-12,25353.12
2022-06-13,25030.25
2022-06-14,24859.43
2022-06-15,24920.41
2022-06-16,25002.84
2022-06-17,25192.92
2022-06-18,25192.92
2022-06-19,25192.92
2022-06-20,25080.54
2022-06-21,25159.45
2022-06-22,25088.32
2022-06-23,25282.7
2022-06-24,25163.09
2022-06-25,25163.09
2022-06-26,25163.09
2022-06-27,25273.13
2022-06-28,25297.05
2022-06-29,25121.19
2022-06-30,25032.07
2022-07-01,25045.79
2022-07-02,25045.79
2022-07-03,25045.79
2022-07-04,25050.37
2022-07-05,25062.21
2022-07-06,24657.6
2022-07-07,24476.02
2022-07-08,24452.84
2022-07-09,24452.84
2022-07-10,24452.84
2022-07-11,24394.34
2022-07-12,24112.93
2022-07-13,24135.27
2022-07-14,24097.76
2022-07-15,24198.88
2022-07-16,24198.88
2022-07-17,24198.88
2022-07-18,24332.24
2022-07-19,24473.02
2022-07-20,24679.45
2022-07-21,24546.92
2022-07-22,24469.01
2022-07-23,24469.01
2022-07-24,24469.01
2022-07-25,24561.23
2022-07-26,24570.16
2022-07-27,24352.69
2022-07-28,24490.6
2022-07-29,24482.35
2022-07-30,24482.35
2022-07-31,24482.35
2022-08-01,24548.09
2022-08-02,24722.03
2022-08-03,24517.91
2022-08-04,24530.79
2022-08-05,24609.36
2022-08-06,24609.36
2022-08-07,24609.36
2022-08-08,24460.15
2022-08-09,24517.91
2022-08-10,24554.01
2022-08-11,24789.85
2022-08-12,24813.92
2022-08-13,24813.92
2022-08-14,24813.92
2022-08-15,24699.32
2022-08-16,24441.71
2022-08-17,24485.46
2022-08-18,24439.3
2022-08-19,24268.73
2022-08-20,24268.73
2022-08-21,24268.73
2022-08-22,24138.69
2022-08-23,23904.1
2022-08-24,24022.15
2022-08-25,24144.51
2022-08-26,24019.82
2022-08-27,24019.82
2022-08-28,24019.82
2022-08-29,23912.62
2022-08-30,24113.83
2022-08-31,24190.54
2022-09-01,24190.54
2022-09-02,24190.54
2022-09-03,24190.54
2022-09-04,24190.54
2022-09-05,23987.17
2022-09-06,24127.65
2022-09-07,24014.27
2022-09-08,24199.72
2022-09-09,24336.57
2022-09-10,24336.57
2022-09-11,24336.57
2022-09-12,24405.5
2022-09-13,24557.06
2022-09-14,24273.51
2022-09-15,24213.37
2022-09-16,24216.21
2022-09-17,24216.21
2022-09-18,24216.21
2022-09-19,24372.8
2022-09-20,24450.73
2022-09-21,24144.55
2022-09-22,24157.6
2022-09-23,23811.27
2022-09-24,23811.27
2022-09-25,23811.27
2022-09-26,23648.37
2022-09-27,23555.67
2022-09-28,23399.49
2022-09-29,23630.04
2022-09-30,24072.65
2022-10-01,24072.65
2022-10-02,24072.65
2022-10-03,24122.55
2022-10-04,24144.42
2022-10-05,24475.84
2022-10-06,24360.18
2022-10-07,24085.19
2022-10-08,24085.19
2022-10-09,24085.19
2022-10-10,23881.26
2022-10-11,23894.29
2022-10-12,23906.73
2022-10-13,23986.86
2022-10-14,24222.46
2022-10-15,24222.46
2022-10-16,24222.46
2022-10-17,24343.43
2022-10-18,24717.24
2022-10-19,24783.06
2022-10-20,24621.61
2022-10-21,24923.96
2022-10-22,24923.96
2022-10-23,24923.96
2022-10-24,25040.9
2022-10-25,25181.43
2022-10-26,25607.19
2022-10-27,25641.07
2022-10-28,25277.13
2022-10-29,25277.13
2022-10-30,25277.13
2022-10-31,25364.39
2022-11-01,25272.41
2022-11-02,25272.35
2022-11-03,25001.34
2022-11-04,24939.88
2022-11-05,24939.88
2022-11-06,24939.88
2022-11-07,25402.74
2022-11-08,25545.4
2022-11-09,25739.72
2022-11-10,25586.78
2022-11-11,26087.09
2022-11-12,26087.09
